caminho,nome_arquivo,divisao_original,classe,extensao,sha256,grupo_candidato,duplicata_exata,copia_excedente,fold,divisao_nova,label,probabilidade_pneumonia,classe_prevista_num,classe_prevista,acerto,tipo_resultado,largura_original,altura_original,razao_aspecto,pixels_totais,grupo_resultado
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0308-0001.jpeg,IM-0308-0001.jpeg,train,NORMAL,.jpeg,d90cbf2ce34ef8e026d29c26c22f97c67547ec66613b6b280f2518cfc2e03d58,IM-0308,False,False,0,teste,0,0.0034104781,0,NORMAL,True,TN,1654,1368,1.20906432748538,2262672,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0309-0001.jpeg,IM-0309-0001.jpeg,train,NORMAL,.jpeg,0b2ee03e7dec60c98e30065a79abff7a0d0f3e46426c752e0170c08083b68550,IM-0309,False,False,0,teste,0,0.0012170057,0,NORMAL,True,TN,2144,1805,1.1878116343490304,3869920,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0325-0001.jpeg,IM-0325-0001.jpeg,train,NORMAL,.jpeg,1fbbbfe2177daa2c3a5ac0680ff9b6220d90fc706b42ed161ec86161bb394380,IM-0325,False,False,0,teste,0,0.009800715,0,NORMAL,True,TN,1504,1174,1.2810902896081773,1765696,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0340-0001.jpeg,IM-0340-0001.jpeg,train,NORMAL,.jpeg,ef05b22c979ab5e2f80c5f55c2a6fbbd2d2fe8204e6a8d1c8cbaac3c774c04ae,IM-0340,False,False,0,teste,0,7.1929855e-05,0,NORMAL,True,TN,1840,1480,1.2432432432432432,2723200,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0353-0001.jpeg,IM-0353-0001.jpeg,train,NORMAL,.jpeg,2fd1ec1b6de793ad1f4fa888b4ff9653a00f73f0d8203c1876804e9d57ba3dd0,IM-0353,False,False,0,teste,0,0.013517111,0,NORMAL,True,TN,1620,1151,1.4074717636837533,1864620,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0363-0001.jpeg,IM-0363-0001.jpeg,train,NORMAL,.jpeg,c364f811e84ac4ae88013b0871f721f0098763f3eebdf81451dbf9bed4d9a32a,IM-0363,False,False,0,teste,0,0.0003377652,0,NORMAL,True,TN,1580,1402,1.1269614835948645,2215160,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0374-0001.jpeg,IM-0374-0001.jpeg,train,NORMAL,.jpeg,0a5ed28bc33384209bc71a0ab4eb2330799b48c0af3d407cb7145a8319556c0a,IM-0374,False,False,0,teste,0,6.5658205e-05,0,NORMAL,True,TN,1744,1402,1.2439372325249642,2445088,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0386-0001.jpeg,IM-0386-0001.jpeg,train,NORMAL,.jpeg,2bc5da1faf9889ec065c0cbd253a58921c8d846fa6e67aa79bf1bcde193eaa2a,IM-0386,False,False,0,teste,0,0.019136818,0,NORMAL,True,TN,1550,1302,1.1904761904761905,2018100,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0401-0001.jpeg,IM-0401-0001.jpeg,train,NORMAL,.jpeg,f04d896a653d793580feb2ef94becda96c3089a13ebaffd238d960e71a04c790,IM-0401,False,False,0,teste,0,0.00085517176,0,NORMAL,True,TN,1820,1670,1.089820359281437,3039400,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0417-0001.jpeg,IM-0417-0001.jpeg,train,NORMAL,.jpeg,4e2ad08d3763043fa5df9aa2fec5927684e2e5a5b3f24501aa55e0c5c7e7e305,IM-0417,False,False,0,teste,0,0.00026943034,0,NORMAL,True,TN,1786,1500,1.1906666666666668,2679000,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0431-0001.jpeg,IM-0431-0001.jpeg,train,NORMAL,.jpeg,ba55f24095dd1e044903ac5456163d0c1f4b1fe0f03d9b2072cf7b662e891383,IM-0431,False,False,0,teste,0,0.29721558,0,NORMAL,True,TN,1678,1414,1.1867043847241867,2372692,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0445-0001.jpeg,IM-0445-0001.jpeg,train,NORMAL,.jpeg,0ef422c557d3906089df0476cd639073cb531aacf25cbe48c34092ae8b8fd431,IM-0445,False,False,0,teste,0,0.047864366,0,NORMAL,True,TN,1762,1506,1.1699867197875167,2653572,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0460-0001.jpeg,IM-0460-0001.jpeg,train,NORMAL,.jpeg,660faece55360760b1f55f34975b5a591f76338bd2b71bfd15a49f59a200c717,IM-0460,False,False,0,teste,0,0.003376006,0,NORMAL,True,TN,1654,1259,1.3137410643367753,2082386,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0469-0001.jpeg,IM-0469-0001.jpeg,train,NORMAL,.jpeg,f75941f3bccc32c919584f6c30fe0754c91dffa24d5425cb9cf271adc2f8f284,IM-0469,False,False,0,teste,0,6.537605e-05,0,NORMAL,True,TN,1948,1576,1.236040609137056,3070048,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0477-0001.jpeg,IM-0477-0001.jpeg,train,NORMAL,.jpeg,fff14015d8c616958834be1c68a1029ca8f9b08dcbb1cfb3d4a9304f67f9ceeb,IM-0477,False,False,0,teste,0,0.0018672397,0,NORMAL,True,TN,1666,1537,1.0839297332465843,2560642,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0486-0001.jpeg,IM-0486-0001.jpeg,train,NORMAL,.jpeg,a2533dfc8afd1e0eacd5e5c330b993e89b0aecc100dbe0589b2a0305c614246f,IM-0486,False,False,0,teste,0,0.00830941,0,NORMAL,True,TN,1808,1488,1.2150537634408602,2690304,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0501-0001-0001.jpeg,IM-0501-0001-0001.jpeg,train,NORMAL,.jpeg,c703b47ee9c7f84b9a8b115570d85abce51da998dd12b11c9a393c861b197514,IM-0501,False,False,0,teste,0,0.1558148,0,NORMAL,True,TN,1364,1051,1.2978116079923883,1433564,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0501-0001-0002.jpeg,IM-0501-0001-0002.jpeg,train,NORMAL,.jpeg,de8bca845bc89acc0c5a82c7857c714811eb7afe0e861fefb767646559838647,IM-0501,False,False,0,teste,0,0.011263593,0,NORMAL,True,TN,1562,1059,1.4749763928234183,1654158,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0501-0001.jpeg,IM-0501-0001.jpeg,train,NORMAL,.jpeg,83227b250c11ed98d1d003c2ee53d58b6f6008c57e8f9d97ed1ff258b7c6be84,IM-0501,False,False,0,teste,0,0.003529684,0,NORMAL,True,TN,1870,1905,0.9816272965879265,3562350,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0510-0001.jpeg,IM-0510-0001.jpeg,train,NORMAL,.jpeg,e209174a9334614fb4bf01156bacd9b4136f15029b77ec0ac10eeb6be0bcfe8f,IM-0510,False,False,0,teste,0,0.44228113,0,NORMAL,True,TN,1616,1147,1.4088927637314734,1853552,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0527-0001.jpeg,IM-0527-0001.jpeg,train,NORMAL,.jpeg,c1e6e67e896039da5e2b1802f9b24208a8e3c98f1fd85ad4d08afddf6a826cd2,IM-0527,False,False,0,teste,0,0.02172779,0,NORMAL,True,TN,1728,1175,1.4706382978723405,2030400,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0528-0001.jpeg,IM-0528-0001.jpeg,train,NORMAL,.jpeg,c3a484a84fe16850259a8207097333d31893b36e1bf48e60225a7d594fa0d6fc,IM-0528,False,False,0,teste,0,0.0008849022,0,NORMAL,True,TN,1426,1128,1.2641843971631206,1608528,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0542-0001.jpeg,IM-0542-0001.jpeg,train,NORMAL,.jpeg,67de1dec72f7d33d6dc0beb776673b65e7c22a92837daad3c2a5cb45d5460f66,IM-0542,False,False,0,teste,0,0.011348561,0,NORMAL,True,TN,1886,1406,1.341394025604552,2651716,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0555-0001-0001.jpeg,IM-0555-0001-0001.jpeg,train,NORMAL,.jpeg,e33c2160249fbdb672bb74d2951a5143125fc71eb4f4cf361596cf9bbdbf5d19,IM-0555,False,False,0,teste,0,0.0026727365,0,NORMAL,True,TN,1902,1854,1.0258899676375404,3526308,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0555-0001-0002.jpeg,IM-0555-0001-0002.jpeg,train,NORMAL,.jpeg,bc98cb241731af7288cdc429c397c34ed844efba0727ead896b024a59a81689c,IM-0555,False,False,0,teste,0,0.03582061,0,NORMAL,True,TN,1446,1171,1.2348420153714774,1693266,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0555-0001.jpeg,IM-0555-0001.jpeg,train,NORMAL,.jpeg,90e39da1fd1051b3978e749c69c130488986b87a312a675273ed26c4a5daea3c,IM-0555,False,False,0,teste,0,0.008600431,0,NORMAL,True,TN,1646,1476,1.1151761517615175,2429496,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0566-0001.jpeg,IM-0566-0001.jpeg,train,NORMAL,.jpeg,11fccf65a38671659499c6da6b635dfa24fb491ed3e412f73216438a15b1064c,IM-0566,False,False,0,teste,0,0.044536337,0,NORMAL,True,TN,2358,1673,1.4094441123729826,3944934,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0583-0001.jpeg,IM-0583-0001.jpeg,train,NORMAL,.jpeg,1046584f3528be40910a3b16609959317a2b3aa88dcbb1f53bd6647b170da4f9,IM-0583,False,False,0,teste,0,0.0033836898,0,NORMAL,True,TN,1692,1341,1.261744966442953,2268972,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0598-0001.jpeg,IM-0598-0001.jpeg,train,NORMAL,.jpeg,2d2fac07b7bf26ea0163f7dc4e4c8c6b35ea4ce1ae13aa46467833ed0ef684ee,IM-0598,False,False,0,teste,0,0.0108345505,0,NORMAL,True,TN,1518,1302,1.1658986175115207,1976436,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0601-0001.jpeg,IM-0601-0001.jpeg,train,NORMAL,.jpeg,6f46eab905e7c79da7809c837d6959926cb5ba13ab8b1f162615433ef2a91a83,IM-0601,False,False,0,teste,0,0.0029857715,0,NORMAL,True,TN,1858,1680,1.105952380952381,3121440,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0615-0001.jpeg,IM-0615-0001.jpeg,train,NORMAL,.jpeg,6e0d2c3e342e260233beb65908a8849ab380e0de6d453d512c6055f135a8de78,IM-0615,False,False,0,teste,0,0.006864054,0,NORMAL,True,TN,1640,1322,1.2405446293494704,2168080,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0629-0001-0001.jpeg,IM-0629-0001-0001.jpeg,train,NORMAL,.jpeg,ed94d994077e28f1faa73badcabcf1c2f705f63cb237e3ae3f0d62279155037f,IM-0629,False,False,0,teste,0,0.056137122,0,NORMAL,True,TN,2344,1855,1.2636118598382748,4348120,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0629-0001-0002.jpeg,IM-0629-0001-0002.jpeg,train,NORMAL,.jpeg,4c57b6d174dd2a53b538b1b45f35855158811417b142af389e810fa9df7423c1,IM-0629,False,False,0,teste,0,0.027798852,0,NORMAL,True,TN,1804,1510,1.1947019867549669,2724040,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0629-0001-0003.jpeg,IM-0629-0001-0003.jpeg,train,NORMAL,.jpeg,496ff2677a65d14b0d84edeb494de5b5c0530f2312af0857558f440dc11e0f88,IM-0629,False,False,0,teste,0,0.009204442,0,NORMAL,True,TN,1874,1735,1.0801152737752162,3251390,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0629-0001.jpeg,IM-0629-0001.jpeg,train,NORMAL,.jpeg,e11bba13ef45d240b4bca27ca88d53698104d4a1c53942707cc571d4e66ddc8d,IM-0629,False,False,0,teste,0,0.18891455,0,NORMAL,True,TN,1252,1044,1.1992337164750957,1307088,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0642-0001.jpeg,IM-0642-0001.jpeg,train,NORMAL,.jpeg,523b8e32a520569147323c4950b4605f7e45f7423fa6d8306d544a9018f8d1a8,IM-0642,False,False,0,teste,0,0.20656529,0,NORMAL,True,TN,1508,1052,1.4334600760456273,1586416,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0652-0001-0002.jpeg,IM-0652-0001-0002.jpeg,train,NORMAL,.jpeg,79696bf6b5535cd643993500acc4c8e07ead65b100edc72c622953a18dd8bd10,IM-0652,False,False,0,teste,0,0.010163391,0,NORMAL,True,TN,1512,1237,1.2223120452708165,1870344,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0652-0001.jpeg,IM-0652-0001.jpeg,train,NORMAL,.jpeg,3a42f8b53620ac8f33f25bb6f96513b3a08f46d758415f88b71998d95302a720,IM-0652,False,False,0,teste,0,0.102479614,0,NORMAL,True,TN,2480,1924,1.288981288981289,4771520,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0661-0001.jpeg,IM-0661-0001.jpeg,train,NORMAL,.jpeg,14e33f34f396be7c735e02dde8083f335799f0ee2a317e20155ef3570012d207,IM-0661,False,False,0,teste,0,0.0035575493,0,NORMAL,True,TN,1754,1638,1.0708180708180708,2873052,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0666-0001-0001.jpeg,IM-0666-0001-0001.jpeg,train,NORMAL,.jpeg,0a4310ea2afe8aa81718cfe374d9084bc30ca9e3b4aaa2527ec92a6ec7c5a35e,IM-0666,False,False,0,teste,0,0.0033601678,0,NORMAL,True,TN,1748,1442,1.2122052704576975,2520616,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0666-0001-0002.jpeg,IM-0666-0001-0002.jpeg,train,NORMAL,.jpeg,bb538b8e53a7646e69756dbc91f9bb3f1c6682eb33223acd480c579660b7dd2f,IM-0666,False,False,0,teste,0,0.00073396345,0,NORMAL,True,TN,1480,1306,1.1332312404287903,1932880,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0666-0001.jpeg,IM-0666-0001.jpeg,train,NORMAL,.jpeg,b348758b91ac3890f050777dbe8d76661bbba9f1345b33de9e23d7710cd6b9b3,IM-0666,False,False,0,teste,0,0.0068388176,0,NORMAL,True,TN,2418,2260,1.0699115044247787,5464680,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0675-0001.jpeg,IM-0675-0001.jpeg,train,NORMAL,.jpeg,b6aa837ecb19ef705164b245452d7772d8261786f91fc86f335ae8f2521f08e6,IM-0675,False,False,0,teste,0,0.0107694995,0,NORMAL,True,TN,1218,1032,1.180232558139535,1256976,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0684-0001.jpeg,IM-0684-0001.jpeg,train,NORMAL,.jpeg,8382cb75235bf2a6e0605fbbabedb7c4768eba701493015226cd989bbce34204,IM-0684,False,False,0,teste,0,0.14635405,0,NORMAL,True,TN,2078,1801,1.1538034425319268,3742478,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0687-0001.jpeg,IM-0687-0001.jpeg,train,NORMAL,.jpeg,f6e0414285533dfbe6c5d9d348d7a8de8eb2e3dde1a5eb54485a187cf3cd90cb,IM-0687,False,False,0,teste,0,0.63425124,1,PNEUMONIA,False,FP,1554,1298,1.197226502311248,2017092,NORMAL - ERRO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0705-0001.jpeg,IM-0705-0001.jpeg,train,NORMAL,.jpeg,f9c73787bb2dd73f0f99424ee07b787015df94921ade5d3e5a8b7830543ff6df,IM-0705,False,False,0,teste,0,0.00012587037,0,NORMAL,True,TN,1734,1426,1.2159887798036466,2472684,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0718-0001.jpeg,IM-0718-0001.jpeg,train,NORMAL,.jpeg,bddb51cd5b3e33caa6d80880c1096435148807c567cc9202386e3f548a31a1de,IM-0718,False,False,0,teste,0,0.0027179644,0,NORMAL,True,TN,1634,1341,1.2184936614466815,2191194,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0736-0001.jpeg,IM-0736-0001.jpeg,train,NORMAL,.jpeg,d71a505e3eaa9cfc0f245a18248191513de5371f0777228c2c4552c0cd067d20,IM-0736,False,False,0,teste,0,0.011502769,0,NORMAL,True,TN,1430,1005,1.4228855721393034,1437150,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0746-0001.jpeg,IM-0746-0001.jpeg,train,NORMAL,.jpeg,bebf97b0e40da61f6a1cc40d3fab9ed16f38ecf4584867c53e6438d59dfc9ab1,IM-0746,False,False,0,teste,0,0.0012096922,0,NORMAL,True,TN,1712,1259,1.3598093725178713,2155408,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/IM-0764-0001.jpeg,IM-0764-0001.jpeg,train,NORMAL,.jpeg,0d18be45478e00abb1bd88b4c327a89bc855dbd3dfb5ef88aa08da34bc7a775e,IM-0764,False,False,0,teste,0,0.2864465,0,NORMAL,True,TN,1620,1480,1.0945945945945945,2397600,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/NORMAL2-IM-0393-0001.jpeg,NORMAL2-IM-0393-0001.jpeg,train,NORMAL,.jpeg,293c6eb840cb8d2001bca6b55767e907a5500744087dcef16b8551382c94b520,NORMAL2-IM-0393,False,False,0,teste,0,0.11350087,0,NORMAL,True,TN,1410,1106,1.274864376130199,1559460,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/NORMAL2-IM-0408-0001.jpeg,NORMAL2-IM-0408-0001.jpeg,train,NORMAL,.jpeg,744c651e74dde4be84bdeccaac23b20ea111bbf44eacc8112830292e8a0fa5b0,NORMAL2-IM-0408,False,False,0,teste,0,0.0013382668,0,NORMAL,True,TN,1978,1766,1.1200453001132502,3493148,NORMAL - ACERTO
/kaggle/input/datasets/paultimothymooney/chest-xray-pneumonia/chest_xray/train/NORMAL/NORMAL2-IM-0425-0001.jpeg,NORMAL2-IM-0425-0001.jpeg,train,NORMAL,.jpeg,1866837b2810f866cb9eb819dfd7d61422395fb81b2c496ca60c0d9bf033e98b,NORMAL2-IM-0425,False,False,0,teste,0,0.27435923,0,NORMAL,True,TN,2101,1606,1.3082191780821917,3374206,NORMAL - ACERTO
